video-name,t-start,t-end,action-label,video-duration,filename,fps,video-frames,temporal-region-label,b-up,b-down,b-left,b-right
video-1653398996_no_0,53.97,57.2,HandUpDown,74.933,video-1653398996.npy,30,2248,Action,3.2,123.2,29.2,176.6
video-1653398996_no_0,58.53,61.87,HandUpDown,74.933,video-1653398996.npy,30,2248,Action,3.2,123.2,29.2,176.6
video-1653398996_no_0,62.87,66.67,HandUpDown,74.933,video-1653398996.npy,30,2248,Action,3.2,123.2,29.2,176.6
video-1653398996_no_0,67.63,71.03,HandUpDown,74.933,video-1653398996.npy,30,2248,Action,3.2,123.2,29.2,176.6
video-1653399167_no_0,0.93,4.37,HandUpDown,96.6,video-1653399167.npy,30,2898,Action,4.8,116.6,41.6,218.6
video-1653399167_no_0,5.13,8.8,HandUpDown,96.6,video-1653399167.npy,30,2898,Action,4.8,116.6,41.6,218.6
video-1653399167_no_0,9.67,13.53,HandUpDown,96.6,video-1653399167.npy,30,2898,Action,4.8,116.6,41.6,218.6
video-1653399167_no_0,14.53,18.0,HandUpDown,96.6,video-1653399167.npy,30,2898,Action,4.8,116.6,41.6,218.6
video-1653399167_no_0,19.17,22.87,HandUpDown,96.6,video-1653399167.npy,30,2898,Action,4.8,116.6,41.6,218.6
video-1653399167_no_0,23.9,27.9,HandUpDown,96.6,video-1653399167.npy,30,2898,Action,4.8,116.6,41.6,218.6
video-1653399167_no_0,29.07,32.9,HandUpDown,96.6,video-1653399167.npy,30,2898,Action,4.8,116.6,41.6,218.6
video-1653399167_no_0,33.83,37.47,HandUpDown,96.6,video-1653399167.npy,30,2898,Action,4.8,116.6,41.6,218.6
video-1653399167_no_0,38.47,47.61,HandUpDown,96.6,video-1653399167.npy,30,2898,Action,4.8,116.6,41.6,218.6
video-1653399167_no_0,44.87,47.97,HandUpDown,96.6,video-1653399167.npy,30,2898,Action,4.8,116.6,41.6,218.6
video-1653399167_no_0,48.9,52.4,HandUpDown,96.6,video-1653399167.npy,30,2898,Action,4.8,116.6,41.6,218.6
video-1653399167_no_0,53.27,56.73,HandUpDown,96.6,video-1653399167.npy,30,2898,Action,4.8,116.6,41.6,218.6
video-1653399167_no_0,57.63,61.5,HandUpDown,96.6,video-1653399167.npy,30,2898,Action,4.8,116.6,41.6,218.6
video-1653399167_no_0,64.8,68.17,HandUpDown,96.6,video-1653399167.npy,30,2898,Action,4.8,116.6,41.6,218.6
video-1653399167_no_0,74.03,77.1,HandUpDown,96.6,video-1653399167.npy,30,2898,Action,4.8,116.6,41.6,218.6
video-1653399167_no_0,77.9,81.37,HandUpDown,96.6,video-1653399167.npy,30,2898,Action,4.8,116.6,41.6,218.6
video-1653399167_no_0,82.23,85.6,HandUpDown,96.6,video-1653399167.npy,30,2898,Action,4.8,116.6,41.6,218.6
video-1653399167_no_0,82.23,85.6,HandUpDown,96.6,video-1653399167.npy,30,2898,Action,4.8,116.6,41.6,218.6
video-1653399167_no_0,86.47,90.07,HandUpDown,96.6,video-1653399167.npy,30,2898,Action,4.8,116.6,41.6,218.6
video-1653399167_no_0,91.13,94.47,HandUpDown,96.6,video-1653399167.npy,30,2898,Action,4.8,116.6,41.6,218.6
WIN_20220530_23_06_53_Pro_no_0,6.93,11.21,HandUpDown,83.867,WIN_20220530_23_06_53_Pro.npy,30,2516,Action,4.8,124.4,25.6,188.6
WIN_20220530_23_06_53_Pro_no_0,12.08,16.93,HandUpDown,83.867,WIN_20220530_23_06_53_Pro.npy,30,2516,Action,4.8,124.4,25.6,188.6
WIN_20220530_23_06_53_Pro_no_0,18.07,23.09,HandUpDown,83.867,WIN_20220530_23_06_53_Pro.npy,30,2516,Action,4.8,124.4,25.6,188.6
WIN_20220530_23_06_53_Pro_no_0,23.62,28.97,HandUpDown,83.867,WIN_20220530_23_06_53_Pro.npy,30,2516,Action,4.8,124.4,25.6,188.6
WIN_20220530_23_06_53_Pro_no_0,29.68,34.79,HandUpDown,83.867,WIN_20220530_23_06_53_Pro.npy,30,2516,Action,4.8,124.4,25.6,188.6
WIN_20220530_23_06_53_Pro_no_0,39.41,46.07,HandUpDown,83.867,WIN_20220530_23_06_53_Pro.npy,30,2516,Action,4.8,124.4,25.6,188.6
WIN_20220530_23_06_53_Pro_no_0,46.97,52.53,HandUpDown,83.867,WIN_20220530_23_06_53_Pro.npy,30,2516,Action,4.8,124.4,25.6,188.6
WIN_20220530_23_06_53_Pro_no_0,53.56,59.45,HandUpDown,83.867,WIN_20220530_23_06_53_Pro.npy,30,2516,Action,4.8,124.4,25.6,188.6
WIN_20220530_23_06_53_Pro_no_0,64.0,69.52,HandUpDown,83.867,WIN_20220530_23_06_53_Pro.npy,30,2516,Action,4.8,124.4,25.6,188.6
WIN_20220530_23_06_53_Pro_no_0,70.19,75.34,HandUpDown,83.867,WIN_20220530_23_06_53_Pro.npy,30,2516,Action,4.8,124.4,25.6,188.6
WIN_20220530_23_06_53_Pro_no_0,75.88,80.76,HandUpDown,83.867,WIN_20220530_23_06_53_Pro.npy,30,2516,Action,4.8,124.4,25.6,188.6
WIN_20220530_23_59_00_Pro_no_0,5.67,11.3,HandUpDown,235.167,WIN_20220530_23_59_00_Pro.npy,30,7055,Action,4.4,125.6,23.6,184.4
WIN_20220530_23_59_00_Pro_no_0,14.39,20.63,HandUpDown,235.167,WIN_20220530_23_59_00_Pro.npy,30,7055,Action,4.4,125.6,23.6,184.4
WIN_20220530_23_59_00_Pro_no_0,23.85,29.98,HandUpDown,235.167,WIN_20220530_23_59_00_Pro.npy,30,7055,Action,4.4,125.6,23.6,184.4
WIN_20220530_23_59_00_Pro_no_0,34.01,39.64,HandUpDown,235.167,WIN_20220530_23_59_00_Pro.npy,30,7055,Action,4.4,125.6,23.6,184.4
WIN_20220530_23_59_00_Pro_no_0,43.33,49.37,HandUpDown,235.167,WIN_20220530_23_59_00_Pro.npy,30,7055,Action,4.4,125.6,23.6,184.4
WIN_20220530_23_59_00_Pro_no_0,53.79,59.43,HandUpDown,235.167,WIN_20220530_23_59_00_Pro.npy,30,7055,Action,4.4,125.6,23.6,184.4
WIN_20220530_23_59_00_Pro_no_0,63.29,69.15,HandUpDown,235.167,WIN_20220530_23_59_00_Pro.npy,30,7055,Action,4.4,125.6,23.6,184.4
WIN_20220530_23_59_00_Pro_no_0,73.08,78.98,HandUpDown,235.167,WIN_20220530_23_59_00_Pro.npy,30,7055,Action,4.4,125.6,23.6,184.4
WIN_20220530_23_59_00_Pro_no_0,82.5,88.94,HandUpDown,235.167,WIN_20220530_23_59_00_Pro.npy,30,7055,Action,4.4,125.6,23.6,184.4
WIN_20220530_23_59_00_Pro_no_0,92.73,98.94,HandUpDown,235.167,WIN_20220530_23_59_00_Pro.npy,30,7055,Action,4.4,125.6,23.6,184.4
WIN_20220530_23_59_00_Pro_no_0,104.87,110.21,HandUpDown,235.167,WIN_20220530_23_59_00_Pro.npy,30,7055,Action,4.4,125.6,23.6,184.4
WIN_20220530_23_59_00_Pro_no_0,113.42,118.59,HandUpDown,235.167,WIN_20220530_23_59_00_Pro.npy,30,7055,Action,4.4,125.6,23.6,184.4
WIN_20220530_23_59_00_Pro_no_0,121.88,126.24,HandUpDown,235.167,WIN_20220530_23_59_00_Pro.npy,30,7055,Action,4.4,125.6,23.6,184.4
WIN_20220530_23_59_00_Pro_no_0,132.71,137.84,HandUpDown,235.167,WIN_20220530_23_59_00_Pro.npy,30,7055,Action,4.4,125.6,23.6,184.4
WIN_20220530_23_59_00_Pro_no_0,141.7,147.06,HandUpDown,235.167,WIN_20220530_23_59_00_Pro.npy,30,7055,Action,4.4,125.6,23.6,184.4
WIN_20220530_23_59_00_Pro_no_0,151.39,156.82,HandUpDown,235.167,WIN_20220530_23_59_00_Pro.npy,30,7055,Action,4.4,125.6,23.6,184.4
WIN_20220530_23_59_00_Pro_no_0,160.51,165.78,HandUpDown,235.167,WIN_20220530_23_59_00_Pro.npy,30,7055,Action,4.4,125.6,23.6,184.4
WIN_20220530_23_59_00_Pro_no_0,169.2,174.97,HandUpDown,235.167,WIN_20220530_23_59_00_Pro.npy,30,7055,Action,4.4,125.6,23.6,184.4
WIN_20220530_23_59_00_Pro_no_0,178.42,183.79,HandUpDown,235.167,WIN_20220530_23_59_00_Pro.npy,30,7055,Action,4.4,125.6,23.6,184.4
WIN_20220530_23_59_00_Pro_no_0,190.73,196.43,HandUpDown,235.167,WIN_20220530_23_59_00_Pro.npy,30,7055,Action,4.4,125.6,23.6,184.4
WIN_20220530_23_59_00_Pro_no_0,199.92,205.25,HandUpDown,235.167,WIN_20220530_23_59_00_Pro.npy,30,7055,Action,4.4,125.6,23.6,184.4
WIN_20220530_23_59_00_Pro_no_0,208.64,213.7,HandUpDown,235.167,WIN_20220530_23_59_00_Pro.npy,30,7055,Action,4.4,125.6,23.6,184.4
WIN_20220530_23_59_00_Pro_no_0,217.22,222.86,HandUpDown,235.167,WIN_20220530_23_59_00_Pro.npy,30,7055,Action,4.4,125.6,23.6,184.4
WIN_20220530_23_59_00_Pro_no_0,226.65,231.95,HandUpDown,235.167,WIN_20220530_23_59_00_Pro.npy,30,7055,Action,4.4,125.6,23.6,184.4
WIN_20220531_00_04_38_Pro_no_0,3.9,7.76,HandLeftRight,138.8,WIN_20220531_00_04_38_Pro.npy,30,4164,Action,7.6,126.2,30.4,205.4
WIN_20220531_00_04_38_Pro_no_0,10.75,15.18,HandLeftRight,138.8,WIN_20220531_00_04_38_Pro.npy,30,4164,Action,7.6,126.2,30.4,205.4
WIN_20220531_00_04_38_Pro_no_0,18.14,22.54,HandLeftRight,138.8,WIN_20220531_00_04_38_Pro.npy,30,4164,Action,7.6,126.2,30.4,205.4
WIN_20220531_00_04_38_Pro_no_0,25.33,29.77,HandLeftRight,138.8,WIN_20220531_00_04_38_Pro.npy,30,4164,Action,7.6,126.2,30.4,205.4
WIN_20220531_00_04_38_Pro_no_0,32.32,36.92,HandLeftRight,138.8,WIN_20220531_00_04_38_Pro.npy,30,4164,Action,7.6,126.2,30.4,205.4
WIN_20220531_00_04_38_Pro_no_0,39.94,44.18,HandLeftRight,138.8,WIN_20220531_00_04_38_Pro.npy,30,4164,Action,7.6,126.2,30.4,205.4
WIN_20220531_00_04_38_Pro_no_0,51.4,56.51,HandLeftRight,138.8,WIN_20220531_00_04_38_Pro.npy,30,4164,Action,7.6,126.2,30.4,205.4
WIN_20220531_00_04_38_Pro_no_0,59.26,64.1,HandLeftRight,138.8,WIN_20220531_00_04_38_Pro.npy,30,4164,Action,7.6,126.2,30.4,205.4
WIN_20220531_00_04_38_Pro_no_0,67.49,71.83,HandLeftRight,138.8,WIN_20220531_00_04_38_Pro.npy,30,4164,Action,7.6,126.2,30.4,205.4
WIN_20220531_00_04_38_Pro_no_0,74.82,79.35,HandLeftRight,138.8,WIN_20220531_00_04_38_Pro.npy,30,4164,Action,7.6,126.2,30.4,205.4
WIN_20220531_00_04_38_Pro_no_0,82.41,87.38,HandLeftRight,138.8,WIN_20220531_00_04_38_Pro.npy,30,4164,Action,7.6,126.2,30.4,205.4
WIN_20220531_00_04_38_Pro_no_0,90.27,94.67,HandLeftRight,138.8,WIN_20220531_00_04_38_Pro.npy,30,4164,Action,7.6,126.2,30.4,205.4
WIN_20220531_00_04_38_Pro_no_0,99.88,104.18,HandLeftRight,138.8,WIN_20220531_00_04_38_Pro.npy,30,4164,Action,7.6,126.2,30.4,205.4
WIN_20220531_00_04_38_Pro_no_0,107.37,111.94,HandLeftRight,138.8,WIN_20220531_00_04_38_Pro.npy,30,4164,Action,7.6,126.2,30.4,205.4
WIN_20220531_00_04_38_Pro_no_0,115.57,120.34,HandLeftRight,138.8,WIN_20220531_00_04_38_Pro.npy,30,4164,Action,7.6,126.2,30.4,205.4
WIN_20220531_00_04_38_Pro_no_0,123.26,127.56,HandLeftRight,138.8,WIN_20220531_00_04_38_Pro.npy,30,4164,Action,7.6,126.2,30.4,205.4
WIN_20220531_00_04_38_Pro_no_0,130.92,135.86,HandLeftRight,138.8,WIN_20220531_00_04_38_Pro.npy,30,4164,Action,7.6,126.2,30.4,205.4
WIN_20220603_21_55_08_Pro_no_0,5.32,8.17,HandLeftRight,102.167,WIN_20220603_21_55_08_Pro,30,3065,Action,6.0,122.6,29.2,204.2
WIN_20220603_21_55_08_Pro_no_0,9.27,12.62,HandLeftRight,102.167,WIN_20220603_21_55_08_Pro,30,3065,Action,6.0,122.6,29.2,204.2
WIN_20220603_21_55_08_Pro_no_0,15.06,18.57,HandLeftRight,102.167,WIN_20220603_21_55_08_Pro,30,3065,Action,6.0,122.6,29.2,204.2
WIN_20220603_21_55_08_Pro_no_0,20.65,23.96,HandLeftRight,102.167,WIN_20220603_21_55_08_Pro,30,3065,Action,6.0,122.6,29.2,204.2
WIN_20220603_21_55_08_Pro_no_0,25.64,29.82,HandLeftRight,102.167,WIN_20220603_21_55_08_Pro,30,3065,Action,6.0,122.6,29.2,204.2
WIN_20220603_21_55_08_Pro_no_0,32.53,36.28,HandLeftRight,102.167,WIN_20220603_21_55_08_Pro,30,3065,Action,6.0,122.6,29.2,204.2
WIN_20220603_21_55_08_Pro_no_0,40.86,44.34,HandLeftRight,102.167,WIN_20220603_21_55_08_Pro,30,3065,Action,6.0,122.6,29.2,204.2
WIN_20220603_21_55_08_Pro_no_0,46.32,49.93,HandLeftRight,102.167,WIN_20220603_21_55_08_Pro,30,3065,Action,6.0,122.6,29.2,204.2
WIN_20220603_21_55_08_Pro_no_0,51.87,55.96,HandLeftRight,102.167,WIN_20220603_21_55_08_Pro,30,3065,Action,6.0,122.6,29.2,204.2
WIN_20220603_21_55_08_Pro_no_0,57.9,61.91,HandLeftRight,102.167,WIN_20220603_21_55_08_Pro,30,3065,Action,6.0,122.6,29.2,204.2
WIN_20220603_21_55_08_Pro_no_0,63.62,67.27,HandLeftRight,102.167,WIN_20220603_21_55_08_Pro,30,3065,Action,6.0,122.6,29.2,204.2
WIN_20220603_21_55_08_Pro_no_0,71.25,75.74,HandLeftRight,102.167,WIN_20220603_21_55_08_Pro,30,3065,Action,6.0,122.6,29.2,204.2
WIN_20220603_21_55_08_Pro_no_0,77.04,81.49,HandLeftRight,102.167,WIN_20220603_21_55_08_Pro,30,3065,Action,6.0,122.6,29.2,204.2
WIN_20220603_21_55_08_Pro_no_0,83.1,87.55,HandLeftRight,102.167,WIN_20220603_21_55_08_Pro,30,3065,Action,6.0,122.6,29.2,204.2
WIN_20220603_21_55_08_Pro_no_0,89.16,93.34,HandLeftRight,102.167,WIN_20220603_21_55_08_Pro,30,3065,Action,6.0,122.6,29.2,204.2
WIN_20220603_21_55_08_Pro_no_0,94.28,98.53,HandLeftRight,102.167,WIN_20220603_21_55_08_Pro,30,3065,Action,6.0,122.6,29.2,204.2
video-1654212438_no_0,7.8,10.1,HandLeftRight,45.533,video-1654212438,30,1366,Action,3.2,117.2,33.6,212.0
video-1654212438_no_0,10.9,12.9,HandLeftRight,45.533,video-1654212438,30,1366,Action,3.2,117.2,33.6,212.0
video-1654212438_no_0,14.17,16.47,HandLeftRight,45.533,video-1654212438,30,1366,Action,3.2,117.2,33.6,212.0
video-1654212438_no_0,17.57,19.93,HandLeftRight,45.533,video-1654212438,30,1366,Action,3.2,117.2,33.6,212.0
video-1654212438_no_0,20.9,23.2,HandLeftRight,45.533,video-1654212438,30,1366,Action,3.2,117.2,33.6,212.0
video-1654212438_no_0,25.33,26.77,HandLeftRight,45.533,video-1654212438,30,1366,Action,3.2,117.2,33.6,212.0
video-1654212438_no_0,28.13,29.6,HandLeftRight,45.533,video-1654212438,30,1366,Action,3.2,117.2,33.6,212.0
video-1654212438_no_0,30.2,32.23,HandLeftRight,45.533,video-1654212438,30,1366,Action,3.2,117.2,33.6,212.0
video-1654212438_no_0,33.03,35.0,HandLeftRight,45.533,video-1654212438,30,1366,Action,3.2,117.2,33.6,212.0
video-1654212438_no_0,37.17,38.83,HandLeftRight,45.533,video-1654212438,30,1366,Action,3.2,117.2,33.6,212.0
video-1654212438_no_0,39.47,41.3,HandLeftRight,45.533,video-1654212438,30,1366,Action,3.2,117.2,33.6,212.0
video-1654212533_no_0,6.27,8.17,HandLeftRight,65.433,video-1654212533,30,1963,Action,4.4,116.6,30.0,218.6
video-1654212533_no_0,8.8,11.03,HandLeftRight,65.433,video-1654212533,30,1963,Action,4.4,116.6,30.0,218.6
video-1654212533_no_0,12.0,13.9,HandLeftRight,65.433,video-1654212533,30,1963,Action,4.4,116.6,30.0,218.6
video-1654212533_no_0,16.0,17.67,HandLeftRight,65.433,video-1654212533,30,1963,Action,4.4,116.6,30.0,218.6
video-1654212533_no_0,18.6,20.87,HandLeftRight,65.433,video-1654212533,30,1963,Action,4.4,116.6,30.0,218.6
video-1654212533_no_0,21.7,23.73,HandLeftRight,65.433,video-1654212533,30,1963,Action,4.4,116.6,30.0,218.6
video-1654212533_no_0,24.63,26.47,HandLeftRight,65.433,video-1654212533,30,1963,Action,4.4,116.6,30.0,218.6
video-1654212533_no_0,27.57,29.27,HandLeftRight,65.433,video-1654212533,30,1963,Action,4.4,116.6,30.0,218.6
video-1654212533_no_0,30.08,32.7,HandLeftRight,65.433,video-1654212533,30,1963,Action,4.4,116.6,30.0,218.6
video-1654212533_no_0,33.63,35.47,HandLeftRight,65.433,video-1654212533,30,1963,Action,4.4,116.6,30.0,218.6
video-1654212533_no_0,36.53,38.33,HandLeftRight,65.433,video-1654212533,30,1963,Action,4.4,116.6,30.0,218.6
video-1654212533_no_0,39.3,41.43,HandLeftRight,65.433,video-1654212533,30,1963,Action,4.4,116.6,30.0,218.6
video-1654212533_no_0,42.43,44.37,HandLeftRight,65.433,video-1654212533,30,1963,Action,4.4,116.6,30.0,218.6
video-1654212533_no_0,46.7,48.43,HandLeftRight,65.433,video-1654212533,30,1963,Action,4.4,116.6,30.0,218.6
video-1654212533_no_0,49.27,51.3,HandLeftRight,65.433,video-1654212533,30,1963,Action,4.4,116.6,30.0,218.6
video-1654212533_no_0,52.3,54.37,HandLeftRight,65.433,video-1654212533,30,1963,Action,4.4,116.6,30.0,218.6
video-1654212533_no_0,55.4,57.53,HandLeftRight,65.433,video-1654212533,30,1963,Action,4.4,116.6,30.0,218.6
video-1654212533_no_0,58.53,60.77,HandLeftRight,65.433,video-1654212533,30,1963,Action,4.4,116.6,30.0,218.6
video-1654126006_no_0,0.9,3.4,HandLeftRight,11.633,video-1654126006,30,349,Action,3.2,122.6,12.8,169.4
video-1654126006_no_0,4.2,6.93,HandLeftRight,11.633,video-1654126006,30,349,Action,3.2,122.6,12.8,169.4
video-1654126006_no_0,7.87,10.4,HandLeftRight,11.633,video-1654126006,30,349,Action,3.2,122.6,12.8,169.4
1654213852136_no_0,4.05,7.99,HandLeftRight,88.133,1654213852136,30,2644,Action,6.0,125.0,23.6,194.6
1654213852136_no_0,8.63,12.91,HandLeftRight,88.133,1654213852136,30,2644,Action,6.0,125.0,23.6,194.6
1654213852136_no_0,13.78,18.9,HandLeftRight,88.133,1654213852136,30,2644,Action,6.0,125.0,23.6,194.6
1654213852136_no_0,19.67,23.85,HandLeftRight,88.133,1654213852136,30,2644,Action,6.0,125.0,23.6,194.6
1654213852136_no_0,24.95,29.93,HandLeftRight,88.133,1654213852136,30,2644,Action,6.0,125.0,23.6,194.6
1654213852136_no_0,30.74,35.39,HandLeftRight,88.133,1654213852136,30,2644,Action,6.0,125.0,23.6,194.6
1654213852136_no_0,36.06,41.47,HandLeftRight,88.133,1654213852136,30,2644,Action,6.0,125.0,23.6,194.6
1654213852136_no_0,42.21,47.33,HandLeftRight,88.133,1654213852136,30,2644,Action,6.0,125.0,23.6,194.6
1654213852136_no_0,47.96,52.61,HandLeftRight,88.133,1654213852136,30,2644,Action,6.0,125.0,23.6,194.6
1654213852136_no_0,54.08,59.33,HandLeftRight,88.133,1654213852136,30,2644,Action,6.0,125.0,23.6,194.6
1654213852136_no_0,60.2,64.79,HandLeftRight,88.133,1654213852136,30,2644,Action,6.0,125.0,23.6,194.6
1654213852136_no_0,65.36,70.74,HandLeftRight,88.133,1654213852136,30,2644,Action,6.0,125.0,23.6,194.6
1654213852136_no_0,71.31,75.92,HandLeftRight,88.133,1654213852136,30,2644,Action,6.0,125.0,23.6,194.6
1654213852136_no_0,76.33,81.34,HandLeftRight,88.133,1654213852136,30,2644,Action,6.0,125.0,23.6,194.6
1654213852136_no_0,81.74,86.06,HandLeftRight,88.133,1654213852136,30,2644,Action,6.0,125.0,23.6,194.6
1654213852136_no_0,7.87,10.4,HandLeftRight,88.133,1654213852136,30,2644,Action,6.0,125.0,23.6,194.6
1654213852136_no_0,7.87,10.4,HandLeftRight,88.133,1654213852136,30,2644,Action,6.0,125.0,23.6,194.6
1654213852136_no_0,7.87,10.4,HandLeftRight,88.133,1654213852136,30,2644,Action,6.0,125.0,23.6,194.6
1654213852136_no_0,7.87,10.4,HandLeftRight,88.133,1654213852136,30,2644,Action,6.0,125.0,23.6,194.6
1654213852136_no_0,7.87,10.4,HandLeftRight,88.133,1654213852136,30,2644,Action,6.0,125.0,23.6,194.6
1654213852136_no_0,7.87,10.4,HandLeftRight,88.133,1654213852136,30,2644,Action,6.0,125.0,23.6,194.6
video-1654419024_no_0,0.1,5.07,HandLeftRight,174.7,video-1654419024,30,5241,Action,11.6,124.4,12.4,183.8
video-1654419024_no_0,7.47,12.27,HandLeftRight,174.7,video-1654419024,30,5241,Action,11.6,124.4,12.4,183.8
